timestamp,width,height,fps,byte_rate,message_rate,frame_loss_pct,latency_avg_ms,latency_min_ms,latency_max_ms
2025-10-22_14-06-05,1920,1080,30,186604708.99,30.00,0.01,7.378,6.164,9.359
2025-10-22_14-06-06,1920,1080,30,186622157.29,30.00,0.00,5.937,2.245,7.691
2025-10-22_14-06-07,1920,1080,30,186622413.71,30.00,0.00,6.174,1.864,8.711
2025-10-22_14-06-08,1920,1080,30,186623155.90,30.00,0.00,5.956,1.895,9.277
2025-10-22_14-06-09,1920,1080,30,186603400.29,30.00,0.01,6.196,2.283,8.267
2025-10-22_14-06-10,1920,1080,30,186636519.95,30.00,-0.01,6.155,2.000,8.655
2025-10-22_14-06-11,1920,1080,30,186625304.32,30.00,-0.00,5.924,1.915,8.586
2025-10-22_14-06-12,1920,1080,30,186617408.49,30.00,0.00,5.717,2.135,8.320
2025-10-22_14-06-13,1920,1080,30,186520323.61,29.98,0.06,5.662,1.971,8.365
2025-10-22_14-06-14,1920,1080,30,186723728.21,30.02,-0.05,5.804,2.194,8.841
2025-10-22_14-06-15,1920,1080,30,186287350.63,29.95,0.18,5.658,2.047,8.347
2025-10-22_14-06-16,1920,1080,30,186958779.80,30.05,-0.18,5.341,1.905,8.254
2025-10-22_14-06-17,1920,1080,30,186625779.29,30.00,-0.00,5.465,1.924,12.149
2025-10-22_14-06-18,1920,1080,30,186622310.69,30.00,0.00,5.068,2.009,8.024
2025-10-22_14-06-19,1920,1080,30,186619465.15,30.00,0.00,5.236,1.978,7.673
2025-10-22_14-06-20,1920,1080,30,186624251.57,30.00,-0.00,4.611,1.919,8.086
2025-10-22_14-06-21,1920,1080,30,186620205.45,30.00,0.00,4.893,1.932,8.233
2025-10-22_14-06-22,1920,1080,30,186584637.55,29.99,0.02,4.922,1.906,8.122
2025-10-22_14-06-23,1920,1080,30,186660820.34,30.01,-0.02,4.387,1.809,8.218
2025-10-22_14-06-24,1920,1080,30,186601947.94,30.00,0.01,5.018,1.824,8.033
2025-10-22_14-06-25,1920,1080,30,186639179.18,30.00,-0.01,4.875,1.918,7.699
2025-10-22_14-06-26,1920,1080,30,186600461.66,30.00,0.01,4.912,1.849,8.853
2025-10-22_14-06-27,1920,1080,30,186644335.27,30.00,-0.01,5.030,1.911,8.646
2025-10-22_14-06-28,1920,1080,30,186499379.62,29.98,0.07,4.631,1.902,8.658
2025-10-22_14-06-29,1920,1080,30,186744797.37,30.02,-0.06,4.895,1.828,8.420
2025-10-22_14-06-30,1920,1080,30,186622095.89,30.00,0.00,4.775,1.917,9.605
2025-10-22_14-06-31,1920,1080,30,186623647.65,30.00,0.00,4.774,1.858,8.356
2025-10-22_14-06-32,1920,1080,30,186620796.28,30.00,0.00,4.818,1.858,8.522
2025-10-22_14-06-33,1920,1080,30,186618611.39,30.00,0.00,4.717,1.820,8.506
2025-10-22_14-06-34,1920,1080,30,186626177.55,30.00,-0.00,4.597,1.857,8.579
2025-10-22_14-06-35,1920,1080,30,186619366.05,30.00,0.00,4.493,1.899,7.955
2025-10-22_14-06-36,1920,1080,30,186624552.60,30.00,-0.00,4.433,1.842,8.292
2025-10-22_14-06-37,1920,1080,30,186430515.70,29.97,0.10,4.529,1.935,8.441
2025-10-22_14-06-38,1920,1080,30,186811791.81,30.03,-0.10,4.209,1.891,8.504
2025-10-22_14-06-39,1920,1080,30,186605785.60,30.00,0.01,3.911,1.959,8.165
2025-10-22_14-06-40,1920,1080,30,186637598.98,30.00,-0.01,4.280,1.942,8.316
2025-10-22_14-06-41,1920,1080,30,186623025.08,30.00,0.00,4.562,1.863,8.845
2025-10-22_14-06-42,1920,1080,30,186618859.21,30.00,0.00,4.479,1.920,8.226
2025-10-22_14-06-43,1920,1080,30,186622153.75,30.00,0.00,4.205,1.888,7.737
2025-10-22_14-06-44,1920,1080,30,186624367.65,30.00,-0.00,4.420,1.848,8.723
2025-10-22_14-06-45,1920,1080,30,186616253.00,30.00,0.00,4.803,1.860,8.198
2025-10-22_14-06-46,1920,1080,30,186625339.78,30.00,-0.00,4.868,1.937,8.441
2025-10-22_14-06-47,1920,1080,30,186620147.41,30.00,0.00,4.878,1.885,7.620
2025-10-22_14-06-48,1920,1080,30,186626394.42,30.00,-0.00,5.167,1.859,8.842
2025-10-22_14-06-49,1920,1080,30,186617472.12,30.00,0.00,5.383,1.914,7.959
2025-10-22_14-06-50,1920,1080,30,186622611.71,30.00,0.00,5.040,1.778,8.144
2025-10-22_14-06-51,1920,1080,30,186623862.83,30.00,0.00,5.599,1.893,8.647
2025-10-22_14-06-52,1920,1080,30,186624236.64,30.00,-0.00,5.206,1.829,8.447
2025-10-22_14-06-53,1920,1080,30,186615811.67,30.00,0.00,5.603,1.868,8.869
2025-10-22_14-06-54,1920,1080,30,186623716.89,30.00,0.00,5.253,1.845,8.477
2025-10-22_14-06-55,1920,1080,30,186618719.06,30.00,0.00,5.257,1.874,9.205
2025-10-22_14-06-56,1920,1080,30,186625876.52,30.00,-0.00,5.407,1.934,8.317
2025-10-22_14-06-57,1920,1080,30,186607043.76,30.00,0.01,5.364,2.103,8.471
2025-10-22_14-06-58,1920,1080,30,186626863.60,30.00,-0.00,5.265,2.276,7.592
2025-10-22_14-06-59,1920,1080,30,186630500.71,30.00,-0.00,5.265,1.940,8.283
2025-10-22_14-07-00,1920,1080,30,186622708.94,30.00,0.00,5.155,2.011,8.551
2025-10-22_14-07-01,1920,1080,30,186623010.15,30.00,0.00,5.001,1.821,8.898
2025-10-22_14-07-02,1920,1080,30,186623200.69,30.00,0.00,5.059,1.907,8.519
2025-10-22_14-07-03,1920,1080,30,186620730.96,30.00,0.00,4.997,1.912,8.130
2025-10-22_14-07-04,1920,1080,30,186355874.15,29.96,0.14,4.817,1.907,8.310
2025-10-22_14-07-05,1920,1080,30,186890937.26,30.04,-0.14,4.655,1.895,8.034
