timestamp,width,height,fps,byte_rate,message_rate,frame_loss_pct,latency_avg_ms,latency_min_ms,latency_max_ms
2025-10-22_14-12-03,2560,1440,60,663508854.01,60.00,0.01,11.385,4.651,21.958
2025-10-22_14-12-04,2560,1440,60,663533788.65,60.00,0.00,6.832,4.648,16.609
2025-10-22_14-12-05,2560,1440,60,663522633.82,60.00,0.00,6.556,4.534,16.232
2025-10-22_14-12-06,2560,1440,60,662290120.75,59.89,0.19,6.533,4.536,15.549
2025-10-22_14-12-07,2560,1440,60,664819972.57,60.11,-0.19,6.747,4.444,14.695
2025-10-22_14-12-08,2560,1440,60,663539618.35,60.00,0.00,6.714,4.500,15.355
2025-10-22_14-12-09,2560,1440,60,663542417.12,60.00,0.00,6.636,4.449,14.530
2025-10-22_14-12-10,2560,1440,60,663553127.38,60.00,-0.00,6.638,4.510,14.637
2025-10-22_14-12-11,2560,1440,60,663526695.75,60.00,0.00,6.611,4.496,14.981
2025-10-22_14-12-12,2560,1440,60,663462193.09,59.99,0.01,6.783,4.640,14.498
2025-10-22_14-12-13,2560,1440,60,663622840.41,60.01,-0.01,6.796,4.661,15.556
2025-10-22_14-12-14,2560,1440,60,663555513.53,60.00,-0.00,6.736,4.484,14.355
2025-10-22_14-12-15,2560,1440,60,663544484.70,60.00,0.00,6.784,4.686,14.096
2025-10-22_14-12-16,2560,1440,60,663526596.22,60.00,0.00,6.385,4.519,14.022
2025-10-22_14-12-17,2560,1440,60,663556630.30,60.00,-0.00,6.718,4.663,14.315
2025-10-22_14-12-18,2560,1440,60,663541500.12,60.00,0.00,6.694,4.587,14.547
2025-10-22_14-12-19,2560,1440,60,663567939.57,60.00,-0.00,6.581,4.604,13.694
2025-10-22_14-12-20,2560,1440,60,663543221.99,60.00,0.00,6.755,4.612,15.208
2025-10-22_14-12-21,2560,1440,60,663537165.30,60.00,0.00,6.593,4.581,14.683
2025-10-22_14-12-22,2560,1440,60,663540150.50,60.00,0.00,6.651,4.406,14.077
2025-10-22_14-12-23,2560,1440,60,662353733.21,59.89,0.18,6.688,4.560,14.621
2025-10-22_14-12-24,2560,1440,60,664736483.30,60.11,-0.18,6.544,4.627,13.675
2025-10-22_14-12-25,2560,1440,60,663555966.07,60.00,-0.00,6.512,4.689,16.148
2025-10-22_14-12-26,2560,1440,60,663539890.40,60.00,0.00,6.653,4.639,15.237
2025-10-22_14-12-27,2560,1440,60,663534386.48,60.00,0.00,6.398,4.695,14.985
2025-10-22_14-12-28,2560,1440,60,663531840.58,60.00,0.00,6.566,4.676,15.275
2025-10-22_14-12-29,2560,1440,60,663199291.38,59.97,0.05,6.527,4.446,15.198
2025-10-22_14-12-30,2560,1440,60,663913803.15,60.03,-0.05,6.599,4.583,14.481
2025-10-22_14-12-31,2560,1440,60,663547908.56,60.00,0.00,6.647,4.722,14.575
2025-10-22_14-12-32,2560,1440,60,663529780.38,60.00,0.00,6.781,4.791,14.171
2025-10-22_14-12-33,2560,1440,60,663548353.80,60.00,0.00,6.662,4.562,15.038
2025-10-22_14-12-34,2560,1440,60,663531448.44,60.00,0.00,6.641,4.659,14.706
2025-10-22_14-12-35,2560,1440,60,663559203.60,60.00,-0.00,6.715,4.533,14.437
2025-10-22_14-12-36,2560,1440,60,663559848.59,60.00,-0.00,6.714,4.129,15.816
2025-10-22_14-12-37,2560,1440,60,663319189.56,59.98,0.04,6.345,4.581,14.640
2025-10-22_14-12-38,2560,1440,60,663733373.11,60.02,-0.03,6.539,4.571,15.023
2025-10-22_14-12-39,2560,1440,60,663577712.97,60.00,-0.00,6.678,4.510,16.044
2025-10-22_14-12-40,2560,1440,60,663520912.05,60.00,0.00,6.598,4.627,15.308
2025-10-22_14-12-41,2560,1440,60,663565712.59,60.00,-0.00,6.643,4.529,15.460
2025-10-22_14-12-42,2560,1440,60,663534572.93,60.00,0.00,6.756,4.572,15.376
2025-10-22_14-12-43,2560,1440,60,663551225.64,60.00,0.00,6.747,4.627,16.412
2025-10-22_14-12-44,2560,1440,60,663522633.82,60.00,0.00,6.666,4.467,15.504
2025-10-22_14-12-45,2560,1440,60,663566417.31,60.00,-0.00,6.599,4.679,15.387
2025-10-22_14-12-46,2560,1440,60,663545907.32,60.00,0.00,6.722,4.709,14.408
2025-10-22_14-12-47,2560,1440,60,663541007.78,60.00,0.00,6.774,4.571,14.363
2025-10-22_14-12-48,2560,1440,60,663516006.25,60.00,0.01,6.557,4.575,14.204
2025-10-22_14-12-49,2560,1440,60,663566317.77,60.00,-0.00,6.678,4.593,15.155
2025-10-22_14-12-50,2560,1440,60,663543328.15,60.00,0.00,6.627,4.571,14.037
2025-10-22_14-12-51,2560,1440,60,663548373.71,60.00,0.00,6.759,4.542,16.737
2025-10-22_14-12-52,2560,1440,60,661708420.13,59.83,0.28,6.728,4.441,16.103
2025-10-22_14-12-53,2560,1440,60,665398795.73,60.17,-0.28,6.866,4.764,15.001
2025-10-22_14-12-54,2560,1440,60,663533914.72,60.00,0.00,6.749,4.592,16.399
2025-10-22_14-12-55,2560,1440,60,663549397.56,60.00,0.00,6.628,4.581,14.846
2025-10-22_14-12-56,2560,1440,60,663514849.80,60.00,0.01,6.695,4.395,15.396
2025-10-22_14-12-57,2560,1440,60,663559669.42,60.00,-0.00,6.803,4.585,15.435
2025-10-22_14-12-58,2560,1440,60,663556085.51,60.00,-0.00,6.766,4.654,14.969
2025-10-22_14-12-59,2560,1440,60,663540289.84,60.00,0.00,6.754,4.669,13.745
2025-10-22_14-13-00,2560,1440,60,663537138.76,60.00,0.00,6.642,4.620,15.542
2025-10-22_14-13-01,2560,1440,60,663550528.24,60.00,0.00,6.865,4.736,15.988
2025-10-22_14-13-02,2560,1440,60,663541080.77,60.00,0.00,6.623,4.580,15.513
2025-10-22_14-13-03,2560,1440,60,663559416.60,60.00,-0.00,6.924,4.694,14.707
