timestamp,width,height,fps,byte_rate,message_rate,frame_loss_pct,latency_avg_ms,latency_min_ms,latency_max_ms
2025-10-22_14-02-31,1280,720,30,82754876.56,29.93,0.23,3.683,3.054,4.850
2025-10-22_14-02-32,1280,720,30,83020150.23,30.03,-0.09,1.744,1.358,4.253
2025-10-22_14-02-33,1280,720,30,83050003.20,30.04,-0.13,1.696,1.335,3.801
2025-10-22_14-02-34,1280,720,30,82900284.94,29.98,0.05,1.703,1.264,3.971
2025-10-22_14-02-35,1280,720,30,82977474.61,30.01,-0.04,1.585,1.272,3.330
2025-10-22_14-02-36,1280,720,30,82951496.82,30.00,-0.01,1.603,1.241,3.058
2025-10-22_14-02-37,1280,720,30,82942401.70,30.00,0.00,1.598,1.251,3.891
2025-10-22_14-02-38,1280,720,30,82943631.48,30.00,0.00,1.615,1.279,3.925
2025-10-22_14-02-39,1280,720,30,82943652.30,30.00,0.00,1.573,1.249,4.056
2025-10-22_14-02-40,1280,720,30,82899830.80,29.98,0.05,1.604,1.273,2.988
2025-10-22_14-02-41,1280,720,30,82971687.32,30.01,-0.03,1.572,1.247,3.492
2025-10-22_14-02-42,1280,720,30,82960560.84,30.01,-0.02,1.596,1.243,3.326
2025-10-22_14-02-43,1280,720,30,82938856.88,30.00,0.01,1.646,1.289,4.620
2025-10-22_14-02-44,1280,720,30,82935032.32,30.00,0.01,1.617,1.270,3.629
2025-10-22_14-02-45,1280,720,30,80094650.49,28.97,3.44,1.580,1.253,3.692
2025-10-22_14-02-46,1280,720,30,85776981.38,31.02,-3.42,1.659,1.228,4.064
2025-10-22_14-02-47,1280,720,30,82971144.34,30.01,-0.03,1.602,1.281,3.363
2025-10-22_14-02-48,1280,720,30,82943375.60,30.00,0.00,1.620,1.298,3.372
2025-10-22_14-02-49,1280,720,30,82911775.51,29.99,0.04,1.642,1.283,4.131
2025-10-22_14-02-50,1280,720,30,82974236.23,30.01,-0.04,1.601,1.274,3.975
2025-10-22_14-02-51,1280,720,30,82905212.05,29.99,0.05,1.633,1.262,4.018
2025-10-22_14-02-52,1280,720,30,82980418.86,30.01,-0.04,1.646,1.277,4.806
2025-10-22_14-02-53,1280,720,30,82943324.09,30.00,0.00,1.607,1.290,3.453
2025-10-22_14-02-54,1280,720,30,82943097.99,30.00,0.00,1.612,1.253,3.908
2025-10-22_14-02-55,1280,720,30,82936755.47,30.00,0.01,1.647,1.276,3.272
2025-10-22_14-02-56,1280,720,30,82949651.77,30.00,-0.01,1.593,1.278,3.981
2025-10-22_14-02-57,1280,720,30,82942669.18,30.00,0.00,1.636,1.283,3.953
2025-10-22_14-02-58,1280,720,30,82943499.35,30.00,0.00,1.624,1.259,3.608
2025-10-22_14-02-59,1280,720,30,80175174.48,29.00,3.34,1.678,1.292,3.693
2025-10-22_14-03-00,1280,720,30,85711260.77,31.00,-3.34,1.596,1.234,3.222
2025-10-22_14-03-01,1280,720,30,82942659.23,30.00,0.00,1.558,1.240,3.728
2025-10-22_14-03-02,1280,720,30,82780465.62,29.94,0.20,1.592,1.220,3.306
2025-10-22_14-03-03,1280,720,30,83072490.63,30.05,-0.15,1.513,1.278,1.998
2025-10-22_14-03-04,1280,720,30,82975605.08,30.01,-0.04,1.499,1.270,1.777
2025-10-22_14-03-05,1280,720,30,82943338.11,30.00,0.00,1.632,1.265,3.526
2025-10-22_14-03-06,1280,720,30,82943305.76,30.00,0.00,1.606,1.285,3.154
2025-10-22_14-03-07,1280,720,30,82943924.85,30.00,0.00,1.760,1.246,3.884
2025-10-22_14-03-08,1280,720,30,82782661.64,29.94,0.19,1.638,1.260,4.495
2025-10-22_14-03-09,1280,720,30,83103786.23,30.06,-0.19,1.628,1.287,3.942
2025-10-22_14-03-10,1280,720,30,82943046.40,30.00,0.00,1.533,1.255,2.106
2025-10-22_14-03-11,1280,720,30,82942957.57,30.00,0.00,1.655,1.245,3.702
2025-10-22_14-03-12,1280,720,30,82942333.52,30.00,0.00,1.621,1.241,3.491
2025-10-22_14-03-13,1280,720,30,82944361.14,30.00,-0.00,1.630,1.291,3.679
2025-10-22_14-03-14,1280,720,30,82942628.46,30.00,0.00,1.568,1.239,3.163
2025-10-22_14-03-15,1280,720,30,82943112.09,30.00,0.00,1.593,1.260,3.588
2025-10-22_14-03-16,1280,720,30,82943255.92,30.00,0.00,1.677,1.237,3.857
2025-10-22_14-03-17,1280,720,30,82808314.27,29.95,0.16,1.590,1.283,3.249
2025-10-22_14-03-18,1280,720,30,83077510.88,30.05,-0.16,1.510,1.288,2.098
2025-10-22_14-03-19,1280,720,30,82943684.65,30.00,0.00,1.561,1.274,2.159
2025-10-22_14-03-20,1280,720,30,82943225.14,30.00,0.00,1.534,1.265,3.288
2025-10-22_14-03-21,1280,720,30,82942828.76,30.00,0.00,1.606,1.243,3.172
2025-10-22_14-03-22,1280,720,30,82943197.69,30.00,0.00,1.605,1.253,4.028
2025-10-22_14-03-23,1280,720,30,82942743.17,30.00,0.00,1.629,1.269,4.184
2025-10-22_14-03-24,1280,720,30,82942958.40,30.00,0.00,1.646,1.216,3.514
2025-10-22_14-03-25,1280,720,30,82943295.81,30.00,0.00,1.678,1.286,4.796
2025-10-22_14-03-26,1280,720,30,82943118.73,30.00,0.00,1.672,1.273,3.835
2025-10-22_14-03-27,1280,720,30,82943367.23,30.00,0.00,1.635,1.247,3.617
2025-10-22_14-03-28,1280,720,30,82942660.14,30.00,0.00,1.665,1.249,3.037
2025-10-22_14-03-29,1280,720,30,80150582.23,28.99,3.37,1.607,1.290,3.551
2025-10-22_14-03-30,1280,720,30,85737490.16,31.01,-3.37,1.569,1.279,3.648
2025-10-22_14-03-31,1280,720,30,82942879.44,30.00,0.00,1.582,1.274,3.573
