timestamp,width,height,fps,byte_rate,message_rate,frame_loss_pct,latency_avg_ms,latency_min_ms,latency_max_ms
2025-10-13_00-14-42,3840,2160,30,671777246.58,27.00,10.01,22.817,17.636,44.358
2025-10-13_00-14-43,3840,2160,30,746514611.36,30.00,-0.00,17.232,12.788,25.520
2025-10-13_00-14-44,3840,2160,30,746422906.54,30.00,0.01,16.459,12.653,22.133
2025-10-13_00-14-45,3840,2160,30,746492881.90,30.00,0.00,16.945,12.889,24.964
2025-10-13_00-14-46,3840,2160,30,746490650.65,30.00,0.00,17.896,12.033,35.827
2025-10-13_00-14-47,3840,2160,30,746558504.12,30.00,-0.01,16.211,12.974,21.796
2025-10-13_00-14-48,3840,2160,30,746445505.20,30.00,0.01,16.031,12.994,21.323
2025-10-13_00-14-49,3840,2160,30,746542571.57,30.00,-0.01,16.134,12.818,20.601
2025-10-13_00-14-50,3840,2160,30,746445536.55,30.00,0.01,16.412,13.021,21.098
2025-10-13_00-14-51,3840,2160,30,746562769.59,30.00,-0.01,18.837,13.029,34.377
2025-10-13_00-14-52,3840,2160,30,746490520.01,30.00,0.00,15.945,12.301,20.970
2025-10-13_00-14-53,3840,2160,30,721550544.62,29.00,3.34,16.275,12.573,21.145
2025-10-13_00-14-54,3840,2160,30,746536966.22,30.00,-0.01,16.089,12.906,20.930
2025-10-13_00-14-55,3840,2160,30,746412845.88,30.00,0.01,16.579,12.987,25.766
2025-10-13_00-14-56,3840,2160,30,746580618.19,30.00,-0.01,18.180,12.392,35.033
2025-10-13_00-14-57,3840,2160,30,746481696.66,30.00,0.00,15.972,13.008,21.529
2025-10-13_00-14-58,3840,2160,30,746499363.73,30.00,-0.00,16.804,12.952,22.907
2025-10-13_00-14-59,3840,2160,30,746440778.31,30.00,0.01,17.071,12.749,22.598
2025-10-13_00-15-00,3840,2160,30,746567353.92,30.00,-0.01,15.947,12.256,21.139
2025-10-13_00-15-01,3840,2160,30,746478539.87,30.00,0.00,16.234,12.817,19.373
2025-10-13_00-15-02,3840,2160,30,746450750.16,30.00,0.01,18.589,13.161,40.396
2025-10-13_00-15-03,3840,2160,30,746481819.08,30.00,0.00,16.850,12.471,21.066
2025-10-13_00-15-04,3840,2160,30,746574767.37,30.00,-0.01,15.903,12.863,21.503
2025-10-13_00-15-05,3840,2160,30,746427255.54,30.00,0.01,15.686,12.818,19.028
2025-10-13_00-15-06,3840,2160,30,746555453.44,30.00,-0.01,16.350,12.763,23.191
2025-10-13_00-15-07,3840,2160,30,746492437.74,30.00,0.00,19.072,13.079,40.560
2025-10-13_00-15-08,3840,2160,30,746493385.78,30.00,0.00,16.053,13.101,20.621
2025-10-13_00-15-09,3840,2160,30,746467508.08,30.00,0.00,16.112,12.858,22.294
2025-10-13_00-15-10,3840,2160,30,746453545.45,30.00,0.01,17.143,13.089,26.310
2025-10-13_00-15-11,3840,2160,30,746477841.18,30.00,0.00,16.334,12.734,23.656
2025-10-13_00-15-12,3840,2160,30,721501408.84,29.00,3.35,16.243,12.724,23.261
2025-10-13_00-15-13,3840,2160,30,771545393.19,31.01,-3.36,17.753,12.886,33.782
2025-10-13_00-15-14,3840,2160,30,746442202.42,30.00,0.01,17.196,12.871,21.988
2025-10-13_00-15-15,3840,2160,30,746544546.30,30.00,-0.01,16.660,12.607,23.393
2025-10-13_00-15-16,3840,2160,30,746448534.83,30.00,0.01,16.461,12.906,22.992
2025-10-13_00-15-17,3840,2160,30,746501580.85,30.00,-0.00,16.043,12.831,21.382
2025-10-13_00-15-18,3840,2160,30,746545748.32,30.00,-0.01,18.615,12.863,37.118
2025-10-13_00-15-19,3840,2160,30,746429215.49,30.00,0.01,16.420,12.663,21.309
2025-10-13_00-15-20,3840,2160,30,721615259.26,29.00,3.33,16.434,12.974,20.137
2025-10-13_00-15-21,3840,2160,30,746576163.62,30.00,-0.01,16.217,12.637,21.681
2025-10-13_00-15-22,3840,2160,30,746470018.36,30.00,0.00,16.684,11.921,25.411
2025-10-13_00-15-23,3840,2160,30,746498410.44,30.00,-0.00,19.468,12.359,43.730
2025-10-13_00-15-24,3840,2160,30,746499476.45,30.00,-0.00,16.179,12.102,22.756
2025-10-13_00-15-25,3840,2160,30,746435043.13,30.00,0.01,16.046,12.786,21.647
2025-10-13_00-15-26,3840,2160,30,746484478.76,30.00,0.00,16.338,12.937,22.928
2025-10-13_00-15-27,3840,2160,30,746553663.06,30.00,-0.01,16.190,12.638,20.483
2025-10-13_00-15-28,3840,2160,30,746441014.92,30.00,0.01,16.398,12.923,20.683
2025-10-13_00-15-29,3840,2160,30,746492684.83,30.00,0.00,18.096,12.742,33.485
2025-10-13_00-15-30,3840,2160,30,746543989.34,30.00,-0.01,16.652,12.130,20.965
2025-10-13_00-15-31,3840,2160,30,746492867.72,30.00,0.00,16.337,12.234,20.728
2025-10-13_00-15-32,3840,2160,30,746450627.75,30.00,0.01,16.777,12.959,22.132
2025-10-13_00-15-33,3840,2160,30,746545954.38,30.00,-0.01,16.576,12.879,21.921
2025-10-13_00-15-34,3840,2160,30,746438093.57,30.00,0.01,18.403,12.852,37.934
2025-10-13_00-15-35,3840,2160,30,746455883.97,30.00,0.01,16.562,12.212,23.840
2025-10-13_00-15-36,3840,2160,30,746602139.20,30.00,-0.01,16.134,12.830,20.070
2025-10-13_00-15-37,3840,2160,30,746483788.27,30.00,0.00,16.285,12.919,20.123
2025-10-13_00-15-38,3840,2160,30,746411107.68,30.00,0.01,16.583,12.941,23.160
2025-10-13_00-15-39,3840,2160,30,746514020.10,30.00,-0.00,19.336,13.104,39.876
2025-10-13_00-15-40,3840,2160,30,746550834.16,30.00,-0.01,16.742,12.789,21.405
2025-10-13_00-15-41,3840,2160,30,746519523.58,30.00,-0.00,16.238,13.077,20.419
2025-10-13_00-15-42,3840,2160,30,746413943.73,30.00,0.01,16.245,12.927,21.195
2025-10-13_00-15-43,3840,2160,30,746496099.28,30.00,-0.00,16.474,12.907,22.648
