timestamp,width,height,fps,byte_rate,message_rate,frame_loss_pct,latency_avg_ms,latency_min_ms,latency_max_ms
2025-10-13_00-30-28,2560,1440,60,652430985.43,58.99,1.68,8.418,5.611,20.340
2025-10-13_00-30-29,2560,1440,60,663563580.51,60.00,-0.00,6.999,5.372,9.632
2025-10-13_00-30-30,2560,1440,60,663553302.56,60.00,-0.00,7.249,5.638,11.090
2025-10-13_00-30-31,2560,1440,60,663552895.80,60.00,-0.00,6.424,5.571,8.853
2025-10-13_00-30-32,2560,1440,60,663548024.02,60.00,0.00,7.144,5.673,10.120
2025-10-13_00-30-33,2560,1440,60,663540411.93,60.00,0.00,6.528,5.472,8.802
2025-10-13_00-30-34,2560,1440,60,663566885.80,60.00,-0.00,6.548,5.604,8.740
2025-10-13_00-30-35,2560,1440,60,663546165.44,60.00,0.00,7.717,5.629,13.217
2025-10-13_00-30-36,2560,1440,60,663553402.75,60.00,-0.00,6.997,5.598,9.451
2025-10-13_00-30-37,2560,1440,60,663541445.71,60.00,0.00,6.912,5.297,10.425
2025-10-13_00-30-38,2560,1440,60,663558423.91,60.00,-0.00,6.881,5.672,10.505
2025-10-13_00-30-39,2560,1440,60,663546085.15,60.00,0.00,6.578,5.507,7.974
2025-10-13_00-30-40,2560,1440,60,663552482.40,60.00,-0.00,7.405,6.132,10.326
2025-10-13_00-30-41,2560,1440,60,663537446.63,60.00,0.00,6.269,5.565,8.630
2025-10-13_00-30-42,2560,1440,60,663565158.50,60.00,-0.00,7.183,5.584,12.845
2025-10-13_00-30-43,2560,1440,60,663543286.35,60.00,0.00,7.014,5.605,10.564
2025-10-13_00-30-44,2560,1440,60,663552797.59,60.00,-0.00,6.792,5.420,10.352
2025-10-13_00-30-45,2560,1440,60,663477143.19,59.99,0.01,6.805,5.630,9.789
2025-10-13_00-30-46,2560,1440,60,663604174.55,60.00,-0.01,8.097,5.563,17.396
2025-10-13_00-30-47,2560,1440,60,663571909.15,60.00,-0.00,7.062,5.598,10.742
2025-10-13_00-30-48,2560,1440,60,663543968.46,60.00,0.00,7.101,5.470,10.685
2025-10-13_00-30-49,2560,1440,60,663553899.75,60.00,-0.00,6.567,5.683,10.165
2025-10-13_00-30-50,2560,1440,60,663555323.09,60.00,-0.00,6.804,5.480,9.501
2025-10-13_00-30-51,2560,1440,60,663547655.75,60.00,0.00,7.717,5.288,13.553
2025-10-13_00-30-52,2560,1440,60,663532798.02,60.00,0.00,6.961,5.595,10.601
2025-10-13_00-30-53,2560,1440,60,663550524.26,60.00,0.00,6.884,5.494,9.885
2025-10-13_00-30-54,2560,1440,60,663561220.85,60.00,-0.00,6.777,5.558,9.620
2025-10-13_00-30-55,2560,1440,60,663492140.40,59.99,0.01,6.699,5.568,10.458
2025-10-13_00-30-56,2560,1440,60,663603560.67,60.00,-0.01,8.534,5.680,31.915
2025-10-13_00-30-57,2560,1440,60,663557147.88,60.00,-0.00,6.794,5.585,10.191
2025-10-13_00-30-58,2560,1440,60,663548191.23,60.00,0.00,6.582,5.624,8.968
2025-10-13_00-30-59,2560,1440,60,663555838.67,60.00,-0.00,6.836,5.149,10.327
2025-10-13_00-31-00,2560,1440,60,663549377.65,60.00,0.00,6.944,5.573,11.997
2025-10-13_00-31-01,2560,1440,60,663548195.88,60.00,0.00,6.930,5.624,10.340
2025-10-13_00-31-02,2560,1440,60,663556607.07,60.00,-0.00,7.892,5.870,12.267
2025-10-13_00-31-03,2560,1440,60,663482201.67,59.99,0.01,6.686,5.639,9.695
2025-10-13_00-31-04,2560,1440,60,663614468.02,60.01,-0.01,6.728,5.562,9.650
2025-10-13_00-31-05,2560,1440,60,663543890.83,60.00,0.00,6.528,5.380,9.752
