timestamp,width,height,fps,byte_rate,message_rate,frame_loss_pct,latency_avg_ms,latency_min_ms,latency_max_ms
2025-10-13_00-19-32,640,480,15,13821532.08,15.00,0.02,1.282,1.048,2.850
2025-10-13_00-19-33,640,480,15,13824941.48,15.00,-0.01,1.058,0.964,1.132
2025-10-13_00-19-34,640,480,15,13824557.67,15.00,-0.00,0.934,0.692,1.546
2025-10-13_00-19-35,640,480,15,13823640.02,15.00,0.00,0.877,0.686,1.541
2025-10-13_00-19-36,640,480,15,13823856.05,15.00,0.00,1.173,0.750,1.608
2025-10-13_00-19-37,640,480,15,13824369.25,15.00,-0.00,1.046,0.699,1.573
2025-10-13_00-19-38,640,480,15,13823906.19,15.00,0.00,0.900,0.674,1.311
2025-10-13_00-19-39,640,480,15,13823601.35,15.00,0.00,0.796,0.613,1.407
2025-10-13_00-19-40,640,480,15,13822664.90,15.00,0.01,1.357,0.897,1.795
2025-10-13_00-19-41,640,480,15,13824016.49,15.00,-0.00,0.903,0.650,1.497
2025-10-13_00-19-42,640,480,15,13825624.86,15.00,-0.01,1.252,0.836,1.902
2025-10-13_00-19-43,640,480,15,13823465.88,15.00,0.00,1.129,0.872,1.695
2025-10-13_00-19-44,640,480,15,13823218.50,15.00,0.01,1.261,0.657,2.321
2025-10-13_00-19-45,640,480,15,13825165.95,15.00,-0.01,1.258,1.001,1.559
2025-10-13_00-19-46,640,480,15,13823550.51,15.00,0.00,1.079,0.615,1.379
2025-10-13_00-19-47,640,480,15,13823977.16,15.00,0.00,0.953,0.648,1.466
2025-10-13_00-19-48,640,480,15,13824030.91,15.00,-0.00,1.107,0.647,1.572
2025-10-13_00-19-49,640,480,15,13824218.78,15.00,-0.00,0.735,0.610,1.056
2025-10-13_00-19-50,640,480,15,13822852.33,15.00,0.01,0.725,0.608,0.899
2025-10-13_00-19-51,640,480,15,13824847.05,15.00,-0.01,0.747,0.646,0.970
2025-10-13_00-19-52,640,480,15,13824125.59,15.00,-0.00,1.224,0.624,1.723
2025-10-13_00-19-53,640,480,15,13823862.00,15.00,0.00,0.774,0.628,1.021
2025-10-13_00-19-54,640,480,15,13823778.06,15.00,0.00,0.842,0.661,1.092
2025-10-13_00-19-55,640,480,15,13823999.54,15.00,0.00,1.066,0.699,1.605
2025-10-13_00-19-56,640,480,15,13823968.83,15.00,0.00,0.846,0.608,1.598
2025-10-13_00-19-57,640,480,15,13823882.70,15.00,0.00,1.025,0.712,2.117
2025-10-13_00-19-58,640,480,15,13824043.70,15.00,-0.00,1.324,0.959,1.784
2025-10-13_00-19-59,640,480,15,13823842.38,15.00,0.00,0.895,0.664,1.317
2025-10-13_00-20-00,640,480,15,13822987.15,15.00,0.01,1.024,0.768,1.402
2025-10-13_00-20-01,640,480,15,13825403.69,15.00,-0.01,0.939,0.695,1.254
2025-10-13_00-20-02,640,480,15,13823568.28,15.00,0.00,0.884,0.691,1.486
2025-10-13_00-20-03,640,480,15,13824060.30,15.00,-0.00,0.930,0.674,1.286
2025-10-13_00-20-04,640,480,15,13824240.21,15.00,-0.00,1.101,0.710,1.782
2025-10-13_00-20-05,640,480,15,13823228.15,15.00,0.01,1.012,0.678,1.721
2025-10-13_00-20-06,640,480,15,13824443.46,15.00,-0.00,1.059,0.757,1.497
2025-10-13_00-20-07,640,480,15,13824560.01,15.00,-0.00,1.072,0.786,1.397
