timestamp,width,height,fps,byte_rate,message_rate,frame_loss_pct,latency_avg_ms,latency_min_ms,latency_max_ms
2025-10-13_00-26-49,1920,1080,60,373177045.24,59.99,0.02,5.499,3.098,16.602
2025-10-13_00-26-50,1920,1080,60,373288405.48,60.01,-0.01,3.744,3.041,5.627
2025-10-13_00-26-51,1920,1080,60,373254551.74,60.00,-0.00,4.050,3.012,6.346
2025-10-13_00-26-52,1920,1080,60,373247548.37,60.00,0.00,3.618,2.962,5.713
2025-10-13_00-26-53,1920,1080,60,373222382.02,60.00,0.01,3.912,2.989,5.537
2025-10-13_00-26-54,1920,1080,60,373264572.20,60.00,-0.00,3.708,3.007,5.872
2025-10-13_00-26-55,1920,1080,60,373214810.75,59.99,0.01,4.770,2.897,7.969
2025-10-13_00-26-56,1920,1080,60,373240744.95,60.00,0.00,3.520,3.000,4.877
2025-10-13_00-26-57,1920,1080,60,373277580.38,60.00,-0.01,3.793,3.020,10.443
2025-10-13_00-26-58,1920,1080,60,373259848.01,60.00,-0.00,3.725,2.974,5.970
2025-10-13_00-26-59,1920,1080,60,373237529.57,60.00,0.00,4.072,2.992,6.174
2025-10-13_00-27-00,1920,1080,60,373258397.49,60.00,-0.00,4.815,3.365,8.376
2025-10-13_00-27-01,1920,1080,60,373246307.33,60.00,0.00,4.004,2.981,8.292
2025-10-13_00-27-02,1920,1080,60,373208439.91,59.99,0.01,3.614,2.886,5.174
2025-10-13_00-27-03,1920,1080,60,373247350.55,60.00,0.00,3.770,3.029,5.188
2025-10-13_00-27-04,1920,1080,60,373277298.54,60.00,-0.01,3.966,2.963,5.314
2025-10-13_00-27-05,1920,1080,60,373253181.13,60.00,-0.00,4.105,3.021,6.396
2025-10-13_00-27-06,1920,1080,60,373239707.73,60.00,0.00,4.471,3.072,7.653
2025-10-13_00-27-07,1920,1080,60,373255842.85,60.00,-0.00,3.892,2.983,5.946
2025-10-13_00-27-08,1920,1080,60,373201555.81,59.99,0.01,3.627,3.017,5.230
2025-10-13_00-27-09,1920,1080,60,373284416.13,60.01,-0.01,3.705,2.982,7.069
2025-10-13_00-27-10,1920,1080,60,373242170.70,60.00,0.00,3.881,2.968,6.024
2025-10-13_00-27-11,1920,1080,60,373222912.33,60.00,0.01,4.251,2.980,8.863
2025-10-13_00-27-12,1920,1080,60,373276453.37,60.00,-0.01,3.741,2.873,5.033
2025-10-13_00-27-13,1920,1080,60,373246858.98,60.00,0.00,3.654,3.009,7.771
2025-10-13_00-27-14,1920,1080,60,373239412.88,60.00,0.00,3.874,3.070,5.320
2025-10-13_00-27-15,1920,1080,60,373262185.08,60.00,-0.00,3.796,3.019,6.185
2025-10-13_00-27-16,1920,1080,60,373201186.76,59.99,0.01,4.350,3.031,6.795
2025-10-13_00-27-17,1920,1080,60,373292399.02,60.01,-0.01,3.968,3.003,6.919
2025-10-13_00-27-18,1920,1080,60,373240935.30,60.00,0.00,3.645,2.949,4.993
2025-10-13_00-27-19,1920,1080,60,373212281.72,59.99,0.01,3.474,2.895,5.169
2025-10-13_00-27-20,1920,1080,60,373280881.94,60.01,-0.01,3.569,2.954,4.549
2025-10-13_00-27-21,1920,1080,60,373240222.79,60.00,0.00,3.711,2.924,7.221
2025-10-13_00-27-22,1920,1080,60,373245562.33,60.00,0.00,4.057,3.004,9.337
2025-10-13_00-27-23,1920,1080,60,373253822.76,60.00,-0.00,3.851,3.069,5.708
2025-10-13_00-27-24,1920,1080,60,373249429.55,60.00,-0.00,3.693,3.042,5.345
2025-10-13_00-27-25,1920,1080,60,373238447.34,60.00,0.00,3.445,2.996,5.502
2025-10-13_00-27-26,1920,1080,60,373246753.36,60.00,0.00,3.644,2.944,5.462
2025-10-13_00-27-27,1920,1080,60,373260595.68,60.00,-0.00,4.036,2.972,6.113
2025-10-13_00-27-28,1920,1080,60,373239812.98,60.00,0.00,3.557,2.978,5.152
2025-10-13_00-27-29,1920,1080,60,373248335.18,60.00,-0.00,3.819,2.948,5.993
2025-10-13_00-27-30,1920,1080,60,373253871.66,60.00,-0.00,3.722,3.023,5.343
2025-10-13_00-27-31,1920,1080,60,373229904.32,60.00,0.00,3.792,2.924,7.185
2025-10-13_00-27-32,1920,1080,60,373262896.55,60.00,-0.00,4.357,3.098,9.460
2025-10-13_00-27-33,1920,1080,60,373242264.76,60.00,0.00,3.899,2.933,5.973
2025-10-13_00-27-34,1920,1080,60,373245251.05,60.00,0.00,3.684,3.004,5.630
2025-10-13_00-27-35,1920,1080,60,373246202.45,60.00,0.00,3.809,2.928,6.300
2025-10-13_00-27-36,1920,1080,60,373255461.00,60.00,-0.00,3.750,2.957,5.446
2025-10-13_00-27-37,1920,1080,60,373235797.06,60.00,0.00,3.836,2.881,5.356
2025-10-13_00-27-38,1920,1080,60,373249334.37,60.00,-0.00,4.340,2.907,6.581
2025-10-13_00-27-39,1920,1080,60,373247467.00,60.00,0.00,3.547,2.992,5.953
2025-10-13_00-27-40,1920,1080,60,373246568.60,60.00,0.00,3.777,2.929,5.524
2025-10-13_00-27-41,1920,1080,60,373246745.14,60.00,0.00,3.653,2.919,6.336
2025-10-13_00-27-42,1920,1080,60,373244316.83,60.00,0.00,3.676,2.965,5.669
2025-10-13_00-27-43,1920,1080,60,373230938.49,60.00,0.00,4.408,3.017,8.218
2025-10-13_00-27-44,1920,1080,60,373266208.67,60.00,-0.00,3.740,2.913,5.905
