timestamp,width,height,fps,byte_rate,message_rate,frame_loss_pct,latency_avg_ms,latency_min_ms,latency_max_ms
2025-10-13_00-31-41,3840,2160,30,741288390.49,29.79,0.70,25.836,18.290,52.316
2025-10-13_00-31-42,3840,2160,30,726633632.77,29.20,2.66,19.001,13.605,24.656
2025-10-13_00-31-43,3840,2160,30,746504659.45,30.00,-0.00,20.217,13.473,25.499
2025-10-13_00-31-44,3840,2160,30,746442995.83,30.00,0.01,21.106,19.116,25.962
2025-10-13_00-31-45,3840,2160,30,746568389.51,30.00,-0.01,24.100,18.996,64.243
2025-10-13_00-31-46,3840,2160,30,746471694.14,30.00,0.00,21.951,19.550,27.698
2025-10-13_00-31-47,3840,2160,30,746492782.62,30.00,0.00,20.908,19.116,25.503
2025-10-13_00-31-48,3840,2160,30,746512338.92,30.00,-0.00,20.822,19.243,25.892
2025-10-13_00-31-49,3840,2160,30,746494885.48,30.00,0.00,20.909,19.014,24.946
2025-10-13_00-31-50,3840,2160,30,746432171.84,30.00,0.01,24.197,19.255,48.127
2025-10-13_00-31-51,3840,2160,30,746542810.47,30.00,-0.01,21.137,19.279,24.339
2025-10-13_00-31-52,3840,2160,30,746506243.56,30.00,-0.00,21.346,19.472,26.283
2025-10-13_00-31-53,3840,2160,30,746433805.64,30.00,0.01,21.197,19.344,26.203
2025-10-13_00-31-54,3840,2160,30,746420380.90,30.00,0.01,21.992,19.535,28.416
2025-10-13_00-31-55,3840,2160,30,746617261.84,30.00,-0.02,24.597,19.395,46.287
2025-10-13_00-31-56,3840,2160,30,746405918.51,30.00,0.01,21.096,19.247,25.625
2025-10-13_00-31-57,3840,2160,30,746597369.26,30.00,-0.01,20.855,19.442,26.841
2025-10-13_00-31-58,3840,2160,30,746470051.21,30.00,0.00,21.667,19.115,27.986
2025-10-13_00-31-59,3840,2160,30,746454053.01,30.00,0.01,20.660,19.084,23.090
2025-10-13_00-32-00,3840,2160,30,746553690.68,30.00,-0.01,21.622,19.542,24.905
2025-10-13_00-32-01,3840,2160,30,746421277.26,30.00,0.01,23.920,19.142,37.960
2025-10-13_00-32-02,3840,2160,30,746567828.78,30.00,-0.01,21.989,19.237,29.389
2025-10-13_00-32-03,3840,2160,30,746490107.21,30.00,0.00,21.182,18.814,27.863
2025-10-13_00-32-04,3840,2160,30,746499919.87,30.00,-0.00,21.014,19.310,25.333
2025-10-13_00-32-05,3840,2160,30,746470676.73,30.00,0.00,21.717,19.409,27.059
2025-10-13_00-32-06,3840,2160,30,746513011.54,30.00,-0.00,25.297,19.343,47.478
2025-10-13_00-32-07,3840,2160,30,746495993.28,30.00,0.00,21.124,19.127,25.658
2025-10-13_00-32-08,3840,2160,30,746494878.02,30.00,0.00,20.536,18.398,25.631
2025-10-13_00-32-09,3840,2160,30,746492991.63,30.00,0.00,21.890,19.108,28.520
2025-10-13_00-32-10,3840,2160,30,746476248.98,30.00,0.00,21.792,19.171,29.624
2025-10-13_00-32-11,3840,2160,30,744209314.92,29.91,0.31,24.839,19.202,48.131
2025-10-13_00-32-12,3840,2160,30,748813730.51,30.09,-0.31,22.087,19.333,40.285
2025-10-13_00-32-13,3840,2160,30,746479028.05,30.00,0.00,21.745,19.047,28.749
2025-10-13_00-32-14,3840,2160,30,746505673.97,30.00,-0.00,20.448,19.239,24.232
2025-10-13_00-32-15,3840,2160,30,746406543.18,30.00,0.01,21.569,19.224,28.153
2025-10-13_00-32-16,3840,2160,30,746559468.01,30.00,-0.01,20.516,19.366,22.965
2025-10-13_00-32-17,3840,2160,30,746515869.27,30.00,-0.00,25.152,19.731,47.996
2025-10-13_00-32-18,3840,2160,30,746478298.76,30.00,0.00,21.987,19.154,28.485
2025-10-13_00-32-19,3840,2160,30,746491653.18,30.00,0.00,22.122,19.458,27.258
2025-10-13_00-32-20,3840,2160,30,746509096.01,30.00,-0.00,21.547,19.397,25.145
2025-10-13_00-32-21,3840,2160,30,746499221.89,30.00,-0.00,22.960,19.475,31.621
2025-10-13_00-32-22,3840,2160,30,746468837.49,30.00,0.00,25.410,19.646,47.020
2025-10-13_00-32-23,3840,2160,30,746494345.02,30.00,0.00,21.561,19.527,26.750
2025-10-13_00-32-24,3840,2160,30,746522326.11,30.00,-0.00,21.291,19.277,26.691
2025-10-13_00-32-25,3840,2160,30,746471288.81,30.00,0.00,22.289,19.656,28.690
2025-10-13_00-32-26,3840,2160,30,746507217.76,30.00,-0.00,21.860,19.334,29.323
2025-10-13_00-32-27,3840,2160,30,746499182.33,30.00,-0.00,22.607,19.707,34.605
2025-10-13_00-32-28,3840,2160,30,746495441.62,30.00,0.00,23.924,19.478,44.242
2025-10-13_00-32-29,3840,2160,30,746496529.27,30.00,-0.00,22.292,19.701,25.948
2025-10-13_00-32-30,3840,2160,30,746472468.95,30.00,0.00,21.285,19.417,25.385
2025-10-13_00-32-31,3840,2160,30,746491989.10,30.00,0.00,21.187,19.427,24.958
2025-10-13_00-32-32,3840,2160,30,746493661.98,30.00,0.00,22.387,19.765,26.943
2025-10-13_00-32-33,3840,2160,30,746447477.18,30.00,0.01,26.366,19.765,50.538
2025-10-13_00-32-34,3840,2160,30,746562657.59,30.00,-0.01,21.744,19.741,26.206
2025-10-13_00-32-35,3840,2160,30,746455605.55,30.00,0.01,21.959,19.542,31.359
2025-10-13_00-32-36,3840,2160,30,746515188.43,30.00,-0.00,21.003,19.455,24.711
2025-10-13_00-32-37,3840,2160,30,746434499.02,30.00,0.01,21.688,19.324,27.381
2025-10-13_00-32-38,3840,2160,30,746570268.81,30.00,-0.01,24.758,19.651,48.502
2025-10-13_00-32-39,3840,2160,30,746466635.50,30.00,0.00,21.355,19.347,26.282
