timestamp,width,height,fps,byte_rate,message_rate,frame_loss_pct,latency_avg_ms,latency_min_ms,latency_max_ms
2025-10-13_00-20-44,1280,720,30,82935201.65,30.00,0.01,3.176,2.016,7.116
2025-10-13_00-20-45,1280,720,30,82944224.28,30.00,-0.00,2.234,1.590,4.080
2025-10-13_00-20-46,1280,720,30,82944421.19,30.00,-0.00,2.055,1.454,4.420
2025-10-13_00-20-47,1280,720,30,82944091.40,30.00,-0.00,2.009,1.511,4.021
2025-10-13_00-20-48,1280,720,30,82943574.67,30.00,0.00,1.881,1.551,2.653
2025-10-13_00-20-49,1280,720,30,82938193.58,30.00,0.01,1.732,1.443,2.027
2025-10-13_00-20-50,1280,720,30,82940990.57,30.00,0.00,2.642,1.593,4.191
2025-10-13_00-20-51,1280,720,30,82951558.88,30.00,-0.01,2.664,1.960,4.825
2025-10-13_00-20-52,1280,720,30,82946602.53,30.00,-0.00,2.073,1.483,3.831
2025-10-13_00-20-53,1280,720,30,82944356.16,30.00,-0.00,1.861,1.472,2.501
2025-10-13_00-20-54,1280,720,30,82933764.31,30.00,0.01,1.755,1.474,2.181
2025-10-13_00-20-55,1280,720,30,82953247.71,30.00,-0.01,1.886,1.406,2.818
2025-10-13_00-20-56,1280,720,30,82939970.28,30.00,0.00,2.647,1.551,3.506
2025-10-13_00-20-57,1280,720,30,82940479.59,30.00,0.00,2.016,1.479,3.506
2025-10-13_00-20-58,1280,720,30,82944990.03,30.00,-0.00,2.098,1.481,3.137
2025-10-13_00-20-59,1280,720,30,82948393.28,30.00,-0.01,2.104,1.531,4.074
2025-10-13_00-21-00,1280,720,30,82943570.93,30.00,0.00,2.050,1.481,2.577
2025-10-13_00-21-01,1280,720,30,82942484.72,30.00,0.00,2.572,1.620,4.860
2025-10-13_00-21-02,1280,720,30,82944484.23,30.00,-0.00,2.035,1.505,3.170
2025-10-13_00-21-03,1280,720,30,82944359.15,30.00,-0.00,2.021,1.449,2.539
2025-10-13_00-21-04,1280,720,30,82935928.59,30.00,0.01,1.850,1.538,2.691
2025-10-13_00-21-05,1280,720,30,82942020.51,30.00,0.00,1.747,1.425,2.468
2025-10-13_00-21-06,1280,720,30,82955280.18,30.00,-0.01,2.231,1.545,3.130
2025-10-13_00-21-07,1280,720,30,82942602.09,30.00,0.00,2.130,1.545,2.916
2025-10-13_00-21-08,1280,720,30,82936488.11,30.00,0.01,2.152,1.491,2.742
2025-10-13_00-21-09,1280,720,30,82942156.36,30.00,0.00,1.852,1.494,2.627
2025-10-13_00-21-10,1280,720,30,82943544.14,30.00,0.00,1.793,1.428,2.843
2025-10-13_00-21-11,1280,720,30,82944056.98,30.00,-0.00,2.001,1.495,2.719
2025-10-13_00-21-12,1280,720,30,82950930.30,30.00,-0.01,1.913,1.450,3.416
2025-10-13_00-21-13,1280,720,30,82936424.75,30.00,0.01,1.775,1.433,2.287
2025-10-13_00-21-14,1280,720,30,82951592.48,30.00,-0.01,1.778,1.481,2.350
2025-10-13_00-21-15,1280,720,30,82946074.48,30.00,-0.00,1.797,1.441,2.967
2025-10-13_00-21-16,1280,720,30,82943700.32,30.00,0.00,1.942,1.475,2.898
2025-10-13_00-21-17,1280,720,30,82941755.02,30.00,0.00,2.304,1.502,4.319
2025-10-13_00-21-18,1280,720,30,82945984.23,30.00,-0.00,1.892,1.474,2.594
2025-10-13_00-21-19,1280,720,30,82943603.61,30.00,0.00,1.861,1.475,2.942
2025-10-13_00-21-20,1280,720,30,82941245.60,30.00,0.00,2.131,1.566,3.004
2025-10-13_00-21-21,1280,720,30,82946262.44,30.00,-0.00,1.760,1.490,2.471
2025-10-13_00-21-22,1280,720,30,82935436.75,30.00,0.01,2.298,1.530,3.892
2025-10-13_00-21-23,1280,720,30,82950370.75,30.00,-0.01,1.758,1.438,2.373
2025-10-13_00-21-24,1280,720,30,82945353.50,30.00,-0.00,1.912,1.460,3.304
2025-10-13_00-21-25,1280,720,30,82941209.19,30.00,0.00,1.952,1.478,2.790
2025-10-13_00-21-26,1280,720,30,82946482.67,30.00,-0.00,2.082,1.440,3.836
2025-10-13_00-21-27,1280,720,30,82938711.91,30.00,0.01,1.833,1.444,2.587
2025-10-13_00-21-28,1280,720,30,82946841.68,30.00,-0.00,2.046,1.461,3.470
2025-10-13_00-21-29,1280,720,30,82945138.34,30.00,-0.00,1.915,1.528,2.898
2025-10-13_00-21-30,1280,720,30,82944383.12,30.00,-0.00,1.804,1.501,2.427
2025-10-13_00-21-31,1280,720,30,82943813.79,30.00,0.00,1.747,1.470,2.492
2025-10-13_00-21-32,1280,720,30,82941571.80,30.00,0.00,1.692,1.414,2.464
2025-10-13_00-21-33,1280,720,30,82937168.63,30.00,0.01,2.157,1.448,3.526
2025-10-13_00-21-34,1280,720,30,82950744.48,30.00,-0.01,1.915,1.499,3.737
2025-10-13_00-21-35,1280,720,30,82945452.62,30.00,-0.00,1.725,1.462,2.115
2025-10-13_00-21-36,1280,720,30,82934768.78,30.00,0.01,1.765,1.463,2.735
2025-10-13_00-21-37,1280,720,30,82941631.77,30.00,0.00,1.702,1.406,2.384
2025-10-13_00-21-38,1280,720,30,82945573.98,30.00,-0.00,1.955,1.430,2.905
2025-10-13_00-21-39,1280,720,30,82952825.85,30.00,-0.01,2.085,1.441,3.614
2025-10-13_00-21-40,1280,720,30,82944035.67,30.00,-0.00,2.131,1.452,3.061
2025-10-13_00-21-41,1280,720,30,82934846.90,30.00,0.01,1.817,1.481,2.661
2025-10-13_00-21-42,1280,720,30,82950797.32,30.00,-0.01,1.740,1.459,2.290
2025-10-13_00-21-43,1280,720,30,82945545.44,30.00,-0.00,2.100,1.474,3.481
2025-10-13_00-21-44,1280,720,30,82942198.41,30.00,0.00,2.329,1.463,3.131
2025-10-13_00-21-45,1280,720,30,82942478.42,30.00,0.00,2.007,1.473,3.018
